p,q,distance,px,py,pz,qx,qy,qz
7883,9992117,2.0593752490,0.339401,-1.346695,-0.748076,2.358397,-0.000261,0.110629
7793,9992207,2.0600329257,0.334927,-1.345359,-0.742444,2.358243,-0.000258,0.110628
7727,9992273,2.0605161473,0.331617,-1.344359,-0.738253,2.358125,-0.000256,0.110628
7607,9992393,2.0613968692,0.325532,-1.342497,-0.730501,2.357895,-0.000252,0.110627
7517,9992483,2.0620593407,0.320911,-1.341062,-0.724570,2.357711,-0.000249,0.110626
7331,9992669,2.0634342034,0.311203,-1.337986,-0.711988,2.357298,-0.000242,0.110624
7307,9992693,2.0636122115,0.309934,-1.337578,-0.710332,2.357241,-0.000242,0.110623
7109,9992891,2.0650866109,0.299324,-1.334112,-0.696365,2.356739,-0.000235,0.110619
7079,9992921,2.0653109692,0.297694,-1.333571,-0.694202,2.356658,-0.000234,0.110618
6917,9993083,2.0665273249,0.288782,-1.330572,-0.682291,2.356196,-0.000229,0.110614
6911,9993089,2.0665725390,0.288448,-1.330458,-0.681842,2.356178,-0.000228,0.110613
6833,9993167,2.0671614550,0.284088,-1.328965,-0.675961,2.355939,-0.000226,0.110611
6827,9993173,2.0672068453,0.283751,-1.328849,-0.675504,2.355920,-0.000226,0.110610
6791,9993209,2.0674794618,0.281722,-1.328147,-0.672755,2.355806,-0.000224,0.110609
6761,9993239,2.0677070089,0.280024,-1.327558,-0.670448,2.355709,-0.000223,0.110608
6659,9993341,2.0684832687,0.274201,-1.325517,-0.662498,2.355367,-0.000220,0.110604
6581,9993419,2.0690797360,0.269695,-1.323917,-0.656304,2.355092,-0.000217,0.110601
6563,9993437,2.0692177517,0.268649,-1.323543,-0.654860,2.355027,-0.000217,0.110600
6473,9993527,2.0699100066,0.263379,-1.321645,-0.647559,2.354693,-0.000214,0.110595
6449,9993551,2.0700952413,0.261962,-1.321131,-0.645588,2.354601,-0.000213,0.110594
6389,9993611,2.0705595469,0.258402,-1.319831,-0.640618,2.354366,-0.000211,0.110591
6299,9993701,2.0712594177,0.253006,-1.317839,-0.633042,2.353999,-0.000208,0.110586
6287,9993713,2.0713530561,0.252281,-1.317570,-0.632021,2.353948,-0.000208,0.110585
6257,9993743,2.0715874951,0.250465,-1.316892,-0.629456,2.353821,-0.000207,0.110583
6197,9993803,2.0720578822,0.246809,-1.315520,-0.624276,2.353561,-0.000205,0.110579
6173,9993827,2.0722466171,0.245338,-1.314965,-0.622185,2.353455,-0.000204,0.110578
6143,9993857,2.0724830154,0.243492,-1.314265,-0.619556,2.353320,-0.000203,0.110576
6131,9993869,2.0725777265,0.242751,-1.313984,-0.618500,2.353265,-0.000202,0.110575
6113,9993887,2.0727199583,0.241638,-1.313560,-0.616910,2.353183,-0.000202,0.110574
6089,9993911,2.0729099134,0.240150,-1.312991,-0.614780,2.353072,-0.000201,0.110572
6011,9993989,2.0735298124,0.235277,-1.311116,-0.607779,2.352701,-0.000198,0.110566
5903,9994097,2.0743949188,0.228439,-1.308450,-0.597882,2.352162,-0.000195,0.110558
5861,9994139,2.0747336057,0.225751,-1.307390,-0.593967,2.351944,-0.000193,0.110554
5849,9994151,2.0748306154,0.224980,-1.307085,-0.592842,2.351881,-0.000193,0.110553
5711,9994289,2.0759543560,0.216013,-1.303499,-0.579677,2.351126,-0.000188,0.110541
5669,9994331,2.0762994858,0.213247,-1.302379,-0.575586,2.350886,-0.000187,0.110537
5651,9994349,2.0764478681,0.212057,-1.301895,-0.573821,2.350781,-0.000186,0.110535
5573,9994427,2.0770942336,0.206859,-1.299766,-0.566084,2.350316,-0.000184,0.110527
5531,9994469,2.0774446330,0.204035,-1.298599,-0.561859,2.350058,-0.000182,0.110523
5501,9994499,2.0776959687,0.202007,-1.297757,-0.558815,2.349871,-0.000181,0.110520
5441,9994559,2.0782013601,0.197921,-1.296050,-0.552662,2.349486,-0.000179,0.110513
5387,9994613,2.0786594341,0.194211,-1.294487,-0.547048,2.349130,-0.000178,0.110507
5303,9994697,2.0793783893,0.188378,-1.292004,-0.538169,2.348556,-0.000175,0.110497
5273,9994727,2.0796371325,0.186276,-1.291102,-0.534953,2.348345,-0.000174,0.110493
5261,9994739,2.0797409305,0.185432,-1.290739,-0.533660,2.348260,-0.000173,0.110491
5231,9994769,2.0800011922,0.183315,-1.289825,-0.530411,2.348044,-0.000172,0.110487
5087,9994913,2.0812664844,0.173011,-1.285322,-0.514475,2.346962,-0.000167,0.110468
4943,9995057,2.0825607279,0.162460,-1.280613,-0.497951,2.345796,-0.000163,0.110446
4871,9995129,2.0832198214,0.157088,-1.278177,-0.489458,2.345180,-0.000160,0.110434
4787,9995213,2.0839997150,0.150735,-1.275265,-0.479346,2.344431,-0.000157,0.110420
4523,9995477,2.0865372307,0.130151,-1.265583,-0.446060,2.341852,-0.000149,0.110369
4517,9995483,2.0865965833,0.129672,-1.265353,-0.445276,2.341789,-0.000148,0.110368
4481,9995519,2.0869544084,0.126785,-1.263965,-0.440542,2.341407,-0.000147,0.110361
4451,9995549,2.0872548804,0.124365,-1.262795,-0.436561,2.341084,-0.000146,0.110354
4283,9995717,2.0889785834,0.110560,-1.256022,-0.413643,2.339173,-0.000141,0.110316
4139,9995861,2.0905172976,0.098370,-1.249903,-0.393109,2.337392,-0.000136,0.110279
4073,9995927,2.0912436191,0.092667,-1.246995,-0.383408,2.336527,-0.000133,0.110261
4013,9995987,2.0919163525,0.087417,-1.244293,-0.374423,2.335714,-0.000131,0.110244
3989,9996011,2.0921889138,0.085300,-1.243196,-0.370784,2.335381,-0.000131,0.110237
3911,9996089,2.0930891021,0.078345,-1.239567,-0.358776,2.334267,-0.000128,0.110214
3863,9996137,2.0936544866,0.074009,-1.237283,-0.351244,2.333557,-0.000126,0.110199
3851,9996149,2.0937972500,0.072918,-1.236706,-0.349343,2.333377,-0.000126,0.110195
3581,9996419,2.0971754283,0.047621,-1.223030,-0.304657,2.328972,-0.000117,0.110101
3539,9996461,2.0977324960,0.043550,-1.220778,-0.297356,2.328222,-0.000116,0.110085
3491,9996509,2.0983807663,0.038849,-1.218159,-0.288888,2.327343,-0.000114,0.110066
3407,9996593,2.0995467576,0.030497,-1.213460,-0.273746,2.325742,-0.000111,0.110031
3191,9996809,2.1027512176,0.008243,-1.200650,-0.232790,2.321233,-0.000104,0.109931
2633,9997367,2.1128761271,-0.055332,-1.161815,-0.111166,2.306242,-0.000085,0.109590
2549,9997451,2.1147087638,-0.065803,-1.155114,-0.090526,2.303452,-0.000082,0.109525
2477,9997523,2.1163616050,-0.074997,-1.149164,-0.072275,2.300922,-0.000080,0.109466
2423,9997577,2.1176549050,-0.082032,-1.144570,-0.058232,2.298936,-0.000078,0.109419
2417,9997583,2.1178015870,-0.082821,-1.144052,-0.056652,2.298710,-0.000078,0.109414
2399,9997601,2.1182453171,-0.085198,-1.142490,-0.051890,2.298027,-0.000077,0.109398
2357,9997643,2.1193027238,-0.090799,-1.138794,-0.040638,2.296396,-0.000076,0.109359
2339,9997661,2.1197656258,-0.093224,-1.137188,-0.035755,2.295682,-0.000075,0.109342
2297,9997703,2.1208693297,-0.098940,-1.133384,-0.024217,2.293975,-0.000074,0.109302
2213,9997787,2.1231815475,-0.110624,-1.125542,-0.000511,2.290390,-0.000071,0.109216
2141,9997859,2.1252836290,-0.120922,-1.118557,0.020505,2.287122,-0.000069,0.109138
2087,9997913,2.1269392729,-0.128828,-1.113150,0.036710,2.284543,-0.000067,0.109076
2063,9997937,2.1276982130,-0.132394,-1.110698,0.044038,2.283359,-0.000066,0.109047
2003,9997997,2.1296613290,-0.141457,-1.104436,0.062710,2.280293,-0.000064,0.108972
1901,9998099,2.1332315111,-0.157378,-1.093328,0.095652,2.274705,-0.000061,0.108836
1871,9998129,2.1343420031,-0.162191,-1.089943,0.105642,2.272964,-0.000060,0.108793
1721,9998279,2.1403593057,-0.187246,-1.072159,0.157782,2.263508,-0.000055,0.108559
1667,9998333,2.1427355179,-0.196707,-1.065380,0.177498,2.259763,-0.000053,0.108465
1619,9998381,2.1449519002,-0.205332,-1.059173,0.195469,2.256264,-0.000051,0.108377
1607,9998393,2.1455221204,-0.207522,-1.057593,0.200029,2.255363,-0.000051,0.108354
1559,9998441,2.1478707450,-0.216420,-1.051162,0.218546,2.251647,-0.000049,0.108260
1553,9998447,2.1481721781,-0.217549,-1.050345,0.220892,2.251170,-0.000049,0.108248
1439,9998561,2.1542581597,-0.239729,-1.034236,0.266851,2.241503,-0.000045,0.108001
1367,9998633,2.1584867147,-0.254533,-1.023450,0.297291,2.234750,-0.000043,0.107827
1301,9998699,2.1626580860,-0.268720,-1.013109,0.326207,2.228054,-0.000041,0.107653
1259,9998741,2.1654731475,-0.278088,-1.006286,0.345129,2.223513,-0.000039,0.107534
1223,9998777,2.1679928257,-0.286346,-1.000279,0.361680,2.219433,-0.000038,0.107426
1097,9998903,2.1776738459,-0.317142,-0.978006,0.422083,2.203588,-0.000034,0.107005
1031,9998969,2.1833478442,-0.334650,-0.965481,0.455289,2.194160,-0.000032,0.106750
953,9999047,2.1906703146,-0.356831,-0.949818,0.495919,2.181807,-0.000029,0.106413
947,9999053,2.1912636060,-0.358612,-0.948571,0.499106,2.180796,-0.000029,0.106385
929,9999071,2.1930707024,-0.364028,-0.944794,0.508716,2.177707,-0.000028,0.106300
839,9999161,2.2027600243,-0.392867,-0.925000,0.557855,2.160873,-0.000025,0.105831
701,9999299,2.2200668610,-0.444430,-0.891188,0.635977,2.129459,-0.000021,0.104936
683,9999317,2.2225777658,-0.452009,-0.886407,0.646299,2.124736,-0.000020,0.104799
653,9999347,2.2269087897,-0.465184,-0.878217,0.663497,2.116479,-0.000019,0.104558
599,9999401,2.2351988069,-0.490866,-0.862692,0.694233,2.100261,-0.000018,0.104079
467,9999533,2.2586401066,-0.568439,-0.819144,0.764461,2.051097,-0.000013,0.102585
347,9999653,2.2854271819,-0.670495,-0.767650,0.808639,1.988568,-0.000010,0.100593
251,9999749,2.3142159680,-0.797680,-0.706898,0.803201,1.917352,-0.000007,0.098204
239,9999761,2.3187277380,-0.818592,-0.696796,0.797359,1.906462,-0.000006,0.097828
137,9999863,2.3823446966,-1.089425,-0.548219,0.641121,1.785920,-0.000003,0.093468
71,9999929,2.5301396518,-1.474839,-0.223092,0.280039,1.674175,-0.000002,0.089122
29,9999971,2.9603223503,-1.945485,0.717115,-0.320605,1.661628,-0.000001,0.088617
